,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,project_id,Fold
0,0.002547353389672935,-8.43898524180986e-05,0.01685751328477636,-0.020581194607075304,-0.002044929064140888,0.0746126021258533,0.14541163481771946,-0.007243925909278914,0.007942142430692911,-0.006405796157196164,0.0018962220879075176,0.0027189066386199556,-0.0020360245543997735,0.004052922944538295,-0.0022094029391155345,0.015416915062814951,-0.036289135459810495,0.008466987870633602,-0.07652267505181953,-8.097791578620672e-06,2,0
1,-0.016815852373838425,-0.0005082002026028931,-0.06826613424345851,0.019103236438240856,0.009888618666082039,-0.18863892368972301,-0.07634351728484035,0.011118994967546314,0.0027505142679729033,0.002357098797801882,-0.002218521737631818,0.0022215678327484056,0.0017226916388608515,-0.04120590095408261,-0.0026155356827075593,0.0026809216651599854,-0.07178522273898125,0.008904462680220604,0.1131558665074408,-6.132468115538359e-06,0,0
2,0.007918482180684805,0.00014326500240713358,0.056222353829070926,-0.012385665439069271,0.006071456242352724,0.1688104486092925,-0.0633113025687635,-0.0085063052829355,0.0007144313804019475,0.0025238589150831103,-0.005143701973793213,0.0026629646672517993,-0.012916971580125391,0.061950542498379946,0.0011844534546980867,-0.02973019704222679,0.042555997148156166,-0.0021521709859371185,0.09863368241349235,6.293237674981356e-06,1,0
3,0.003563296631909907,-0.0002152968372683972,-0.0036998293653596193,-0.022027805622201413,-0.006819474957410421,0.05446688085794449,0.18225600849837065,-0.006068376213079318,0.01037580797856208,-0.004551253514364362,0.0035294670506118564,0.0046599737397627905,-0.006533181527629495,0.02420549327507615,-0.0012101925767638022,0.015384133206680417,-0.012654373305849731,0.00927698565647006,-0.5928790671750903,7.71938357502222e-06,2,0
4,0.003879438852891326,-0.00028581879450939596,0.02161006210371852,-0.022444089874625206,-0.0014267551791817823,0.10684256860986352,0.12005172576755285,-0.0095062721229624,0.010890622972510755,-0.004393382812850177,0.0004297590674013918,0.005521467552171089,-0.011065523023717105,0.014576251793187112,-0.0018617966925376095,0.015414973953738809,0.04543837788514793,0.009017592296004295,-0.27560164872556925,-3.2133539207279682e-06,2,0
5,-0.00032300026214215904,0.0008955240482464433,0.054600712610408664,-0.0016190984424611088,-0.002585553821973008,0.16770802345126867,-0.04540588008239865,-0.007442390866344795,-0.017243750335182995,0.0021714079775847495,-0.004134777413128177,0.0021181291522225365,-0.005058300099335611,0.03314923855941743,0.019202618103008717,-0.01715584099292755,0.04183846595697105,-0.004536726046353579,0.09752122947247699,-2.0057814253959805e-07,1,0
6,0.0034993805456906557,0.0002352736482862383,0.056827818509191275,-0.008727231936063617,0.0007369571482058745,0.16873147059231997,-0.019412860739976168,-0.008223851618822664,-0.011770928089390509,0.0023967588203959167,-0.004452217825019034,0.003627718600910157,-0.010278166562784463,-0.046459570061415434,0.0033260661220992915,2.749049963313155e-05,0.04519230802543461,-0.022510754875838757,0.0931879241252318,-3.782566636800766e-06,1,0
7,-0.0020937598310410976,-0.0005296610179357231,-0.0445274441735819,0.024144816619809717,0.005148480599018512,-0.07451932318508625,-0.06652593752369285,0.02939622080884874,0.010908514203038067,0.0013781662855762988,-0.001291162293000525,-0.004919049795717001,0.008218566421419382,-0.004628659167792648,-0.002430551510769874,0.004125849634874612,0.026326345512643456,0.003088258905336261,0.10855620179791003,-6.602145731449127e-06,0,0
8,-0.0021512924577109516,0.0009098920272663236,0.055343756917864084,0.004762927026604302,-0.009638582238039817,0.16846755892038345,-0.027883269009180367,-0.005754948782850988,-0.018969780387124047,0.0025583410169929266,-0.003923833992303116,-0.0002927977911895141,-0.00589527387637645,-0.043625741032883525,0.0005889514895898174,-0.007866507046855986,0.04371905652806163,-0.029752131551504135,0.08238171640550718,1.3870769180357456e-05,1,0
9,0.0023950510076247156,0.0009024477330967784,0.053109003929421306,-0.000151026360299511,-0.0008944321873514127,0.1673310175538063,-0.05299980426207185,-0.00677617423934862,-0.030043923296034336,0.0021289815776981413,-0.0034149462926507113,-0.003296710638096556,-0.010181701043620706,-0.023761055432260036,0.0036744195604114793,-0.01906965277157724,0.04150761035270989,-0.027294435538351536,0.08627653314033523,4.988338332623243e-06,1,0
10,0.0018839919357560575,-0.0004720159340649843,-0.08858640934340656,0.018886004050727934,0.005329551680915756,-0.29912474378943443,-0.0702553940936923,0.01579812419367954,0.005204807377594989,0.002593209268525243,0.00037238775905734656,-0.0014502041303785518,0.01937198278028518,-0.011012630187906325,-0.0025617542560212314,0.010359843145124614,-0.44531164690852165,0.00780015392228961,0.11339811695506796,5.913723725825548e-06,0,0
11,-0.007648388855159283,-0.0005305444938130677,-0.01191555242985487,0.0032245466936728917,0.00948362800772884,-0.07004529517143965,-0.07879573572427034,0.007819890990504064,0.005857491887582,0.0021844508592039347,0.0029271020412124926,0.0015119874369702302,0.009534535580314696,-0.03691062272991985,-0.0022829292029200587,0.004437451192643493,0.0006352187992888503,0.009179466404020786,0.10747692128643394,-3.0145456548780203e-06,0,0
12,-0.000714497669832781,0.0009551653638482094,0.05285608861595392,0.012636128230951726,-0.007241953087032016,0.1679101064801216,-0.033351682126522064,-0.005714183847885579,-0.036603356536943465,0.002529728109948337,-0.0032284617100231117,-0.0013843060514773242,-0.00899113476043567,0.006880133849335834,0.0033890768827404827,-0.01566938078030944,0.03884972329251468,-0.038166964426636696,0.09492627845611423,3.554363502189517e-06,1,0
13,0.011793778277933598,-0.0006875563994981349,0.03660143446177244,-0.009869454574072734,0.005826952503412031,-0.27213098853826523,-0.08616804471239448,-0.0042636576981749386,0.010759208264062181,0.0028421241440810263,-0.004600946074788226,0.005698322696844116,0.0009367755192215554,-0.03206731262616813,-0.0027864876901730895,0.012481271522119641,0.04142326186411083,0.008058515377342701,0.11349566490389407,4.743516910821199e-06,0,0
14,-0.0015073395916260779,0.00010694509546738118,0.019044400833081454,-0.01902781563694589,-0.011013664765414433,0.09403175907209516,0.2540584933012724,-0.00287303941877326,0.006641425265115686,-0.010851655155420303,0.018032619096629787,0.0028943962606717832,0.020118936779908836,0.004269135839422233,-0.0021345911336538848,0.015451976330950856,0.03832463966682553,0.008422705344855785,-0.4252170983236283,4.11862856708467e-06,2,0
15,0.00576039613224566,-0.000553166784811765,-0.03282849641982466,0.013079356926027685,0.006625153993809363,-0.15577692538499832,-0.07389411702752113,0.0059051066637039185,0.0077167789422674105,0.002128592401277274,0.003324884671201289,-0.00047702006850158796,0.01191990461666137,-0.02979415620211512,-0.002131409923094907,0.004333373275585473,0.01846618764102459,0.008289297111332417,0.10889913869323209,6.118847522884607e-06,0,0
16,0.003105177660472691,0.0012029556091874838,0.05469002900645137,-0.003624072254751809,0.0002595175107558134,0.16844883933663368,-0.03926842054352164,-0.007445694878697395,-0.0019228637611377053,0.0024237697944045067,-0.004102337490621721,0.0001987629557334003,-0.0103330816491507,-0.02487268263939768,0.003843449620035244,-0.00449986441526562,0.042733133770525455,-0.014769598841667175,0.06845886170049198,1.6314443200826645e-06,1,0
